Clients,Throughput_ops,Median_Latency_us
2,12700.927524488237,124.31200000000001
5,23936.230387307303,128.458
10,26653.98434625947,1274.0525
20,37746.384037215816,1213.112
50,26082.096952290918,1584.7975000000001
100,43843.322701720936,1359.1485
150,88022.28012306424,1084.2415
200,89390.31173800257,1179.4505
250,215432.3343177068,1148.8580000000002
300,134101.3595351738,1223.261
350,214741.19230910364,1176.9940000000001
