Clients,Throughput_ops,Median_Latency_us
2,43001.32874079922,42.915
5,91514.36344545812,44.846
10,121035.69125068266,78.59899999999999
20,135854.69189404853,148.303
50,125310.39669963584,385.937
100,108262.29477547304,962.6410000000001
150,113418.68008771677,1413.6970000000001
200,112710.2053398694,1918.5335
250,78124.4438639345,2368.4285
275,108918.86719169357,2699.852
