Clients,Throughput_ops,Median_Latency_us
2,43530.627386145075,43.1505
5,56601.74143231166,46.262
10,124712.132139956,75.37950000000001
20,139001.03764565883,148.09199999999998
50,83796.4888901488,634.4905
100,104624.59043271854,1016.2705000000001
150,109677.45499135512,1457.796
200,101105.88788814956,2098.2925
250,98440.43934583846,2595.692
275,97594.23042130041,2843.864
