Clients,Throughput_ops,Median_Latency_us
2,8.55879204707043,136.8955
5,8.47883118213549,148.939
10,8.762849031981657,1592.493
20,9.153892658145834,4422.084
50,6111.773933839002,1454.057
100,5674.367821011297,1311.554
150,9392.883073881269,1279.5175
200,1608.7949599983388,1227.2355
250,27678.77771543599,1342.1165
300,50423.560286557265,1273.9265
350,180061.95466269477,1264.837
