Clients,Throughput_ops,Median_Latency_us
2,42069.54541139055,43.152
5,100167.22409849384,45.259
10,128992.50974138577,74.2525
20,120011.55126920243,159.96699999999998
50,92585.30811401462,588.3585
100,107522.76218643505,984.1025
150,109063.99158023308,1462.5974999999999
200,115297.09401414542,1878.0819999999999
250,114363.3531952237,2376.4535
275,110500.24666839924,2666.45
