Clients,Throughput_ops,Median_Latency_us
2,28.505596176391585,97.0085
5,55.16111739932581,104.765
10,14838.501680160607,110.10900000000001
20,11792.345355579922,200.6605
50,9408.451320496632,188.2305
100,41876.01536593096,311.5685
150,60393.467150500255,306.5905
200,95192.3478553652,320.43600000000004
250,98519.12622881324,268.1655
300,144257.02540521327,234.469
350,200221.13499760462,852.50800000000004
